zip,Rate,Amount
95616,0.897437,74758.0
94063,0.927598,115528.0
91360,0.943197,116729.0
90720,1.069531,134232.0
95355,1.150263,83460.0
90034,1.091121,103082.0
92691,0.821834,135779.0
92708,1.035411,111797.0
92270,0.690458,109943.0
90623,0.895471,112366.0
90712,1.084462,119246.0
91710,0.874368,104205.0
91773,0.845828,105926.0
92870,0.912174,110575.0
95823,0.842772,63701.0
91740,1.133957,98819.0
95817,1.223622,64621.0
92653,1.02158,128623.0
95119,0.859068,164129.0
93215,1.113664,61329.0
92806,0.861355,95112.0
91355,1.06408,109348.0
90048,1.00859,104227.0
93465,1.047206,120843.0
92064,0.902753,144201.0
90023,1.021434,56623.0
90023,0.709249,56623.0
95823,0.932012,63701.0
91367,1.121194,109629.0
92708,1.130992,111797.0
92585,1.039686,97898.0
92505,0.915601,84528.0
94583,0.965913,184033.0
95403,0.945195,94480.0
90033,0.794554,56001.0
96001,0.988673,70594.0
92562,1.077089,113204.0
91402,1.00981,56369.0
93710,0.886445,62294.0
92395,0.808029,57407.0
93720,0.91927,103636.0
95065,0.980293,142768.0
90242,0.944595,83238.0
91706,0.888936,79473.0
95355,0.961052,83460.0
90605,0.887296,100825.0
91754,0.912821,81890.0
91754,0.953522,81890.0
91733,0.942854,67245.0
90301,0.758009,62991.0
90292,0.903245,136964.0
92805,0.964906,85623.0
92869,1.011106,147047.0
92705,0.815085,125928.0
92704,0.922808,94249.0
95337,0.910674,110132.0
91403,0.789384,114348.0
91763,0.892817,77627.0
94531,0.995392,123428.0
91356,0.765199,110094.0
90026,0.783148,85835.0
96001,0.803959,70594.0
92555,0.955922,113636.0
95991,0.95842,64853.0
95688,0.909265,115791.0
92618,0.893891,135609.0
92563,0.88525,118519.0
90650,0.887099,98709.0
95661,1.032724,103745.0
92592,1.146919,132475.0
90806,0.91918,73674.0
94577,1.021863,110989.0
90059,0.906522,53840.0
92780,0.840534,98647.0
91767,0.812909,80201.0
93274,0.912996,69905.0
90036,0.890099,102877.0
94121,0.852614,138353.0
80631,1.071295,52470.0
80501,0.922382,77705.0
80601,0.960937,99031.0
81401,1.02032,63541.0
81101,0.934961,50020.0
80033,0.983013,84719.0
80524,0.749417,84440.0
80204,1.104606,79265.0
81004,0.945194,48620.0
81301,0.791124,83209.0
80218,1.216129,82925.0
80228,1.001482,110013.0
81003,1.010218,43750.0
80909,0.908318,61777.0
81501,1.10298,48500.0
80045,1.147755,50000.0
80304,1.131486,121534.0
80218,1.157119,82925.0
80538,0.896789,85057.0
80907,1.11142,71393.0
80220,0.85211,101961.0
80113,0.70057,95543.0
80701,0.973506,72500.0
80487,0.942115,106837.0
81505,0.937264,87677.0
80045,1.01942,50000.0
80210,0.899291,120156.0
80229,0.91975,83450.0
81416,0.874653,52174.0
81601,0.976347,103632.0
80751,0.953252,49221.0
81501,0.952363,48500.0
81657,0.8592,105370.0
80012,1.322042,69835.0
80027,1.136325,153165.0
80023,0.849493,159970.0
80124,1.071431,126775.0
80122,0.772503,120181.0
80138,1.224898,142397.0
80026,0.916209,115031.0
81301,0.963298,83209.0
80443,0.958189,112179.0
80538,1.206024,85057.0
80228,0.804814,110013.0
80109,0.879513,148417.0
80528,0.971666,122133.0
80504,0.884226,109671.0
80021,0.977538,105645.0
80918,0.943361,82743.0
80634,0.911537,83255.0
80129,0.843862,136915.0
6105,1.094379,41235.0
6260,0.922335,67353.0
6069,0.917965,106761.0
6320,1.15178,60224.0
6076,0.962091,96944.0
6610,1.234723,50836.0
6790,1.055418,69720.0
6706,0.849419,51770.0
6450,0.716922,68961.0
6830,1.030872,146841.0
6457,0.860626,74003.0
6226,0.923278,44103.0
6360,0.814508,65848.0
6040,0.926993,84741.0
6606,0.925689,68538.0
6010,0.980383,83642.0
6418,1.012864,75718.0
6810,0.907996,74373.0
6032,0.941847,131488.0
6516,0.897052,73566.0
19805,0.871162,56708.0
19901,1.328862,63891.0
19973,0.895939,62668.0
19958,2.602579,91445.0
19963,1.240491,65420.0
19805,1.059864,56708.0
20037,1.239449,98917.0
20007,1.304001,142783.0
20016,0.791618,179107.0
20032,1.030145,48146.0
20010,0.786774,110260.0
32209,1.146578,29468.0
33435,1.074853,66612.0
32806,1.076937,86653.0
32803,1.051798,101401.0
33176,1.244721,80437.0
33901,0.898083,51579.0
32114,1.579442,39906.0
34102,1.025341,115927.0
32901,0.833002,50646.0
33136,1.316836,43481.0
34452,1.18969,58199.0
32504,0.839853,74067.0
32401,1.107126,49901.0
32796,0.966488,67399.0
33150,1.013802,40802.0
34761,0.878569,90406.0
33701,0.906332,69098.0
33140,1.175288,103898.0
34208,0.983301,59899.0
33021,1.008358,69249.0
33316,1.115034,89200.0
32204,0.881438,54462.0
34698,1.054284,67323.0
34994,1.09391,62895.0
32720,1.161248,67512.0
33541,0.913729,55556.0
33950,0.927837,74484.0
33870,0.92998,50606.0
33012,0.897913,45818.0
34711,0.845918,88474.0
33881,0.825591,53867.0
33013,0.978752,57242.0
32578,0.962259,105858.0
34689,0.942751,66523.0
32778,1.100754,61815.0
34474,0.773415,62150.0
34652,0.913973,52396.0
33705,0.72765,70783.0
32117,1.096689,52132.0
33614,0.964871,51143.0
34601,0.888823,56365.0
32763,0.89648,64022.0
33308,1.028992,83413.0
33607,0.883236,66404.0
33952,1.318433,56117.0
33462,1.118024,72288.0
34748,0.764526,53768.0
33064,0.940332,66269.0
34239,0.622126,76378.0
32207,1.100561,60875.0
32086,0.933439,74508.0
32955,0.86141,85133.0
32503,0.939759,67654.0
33853,0.918701,40938.0
32960,0.991427,52350.0
33936,0.916845,48260.0
33872,1.179792,68086.0
34741,0.959419,50278.0
32250,0.956712,111553.0
32164,1.140777,71738.0
33830,1.078523,62636.0
32539,1.010869,72521.0
32570,0.898265,73615.0
33033,1.021462,66662.0
33707,0.999367,68560.0
33756,0.886375,63990.0
33606,1.420804,113634.0
33430,0.971399,48690.0
33180,0.833085,88613.0
33563,0.979234,56318.0
32308,1.018261,73125.0
33837,1.262286,75861.0
32034,0.918995,97756.0
32446,1.067924,53505.0
33040,0.913019,79038.0
32224,0.760517,80774.0
33143,0.746836,80924.0
32055,0.825649,57328.0
33805,1.234494,55565.0
32025,0.949562,47074.0
32771,1.103694,74520.0
34233,0.82172,77041.0
33317,1.190271,84239.0
33486,1.052282,113575.0
33613,1.333415,44642.0
34266,0.974487,47414.0
33410,1.344905,96059.0
32931,1.14949,84769.0
32216,1.201511,63253.0
33710,0.934572,76908.0
33143,0.968746,80924.0
33134,0.896389,92009.0
33016,0.939822,56633.0
33063,0.916479,62930.0
34655,0.766193,85107.0
33308,1.249408,83413.0
32605,0.584804,83114.0
33609,0.89309,105083.0
33175,0.844509,79711.0
33525,0.859696,69697.0
34471,1.932191,60283.0
34209,0.950625,80829.0
32958,1.033908,68276.0
33912,1.079486,101043.0
32547,0.873071,67822.0
33321,0.833746,60013.0
32073,0.713079,76139.0
33324,0.849491,83678.0
33024,0.929988,76501.0
32514,1.013341,66484.0
32177,0.881476,47486.0
33952,0.9052,56117.0
33709,1.04603,52621.0
32405,0.700438,71002.0
33511,0.816576,77383.0
33990,0.825187,70278.0
34950,0.885163,32707.0
33770,1.148326,58071.0
34428,0.966322,48185.0
34972,0.894594,53902.0
33458,1.001197,107626.0
32308,0.864813,73125.0
34667,1.006245,51106.0
33484,1.033007,56942.0
33573,0.944986,68431.0
34952,0.799244,60123.0
34613,0.875618,56175.0
34695,0.785067,96138.0
32561,0.951421,119042.0
34223,0.934629,70155.0
33428,0.915542,85939.0
33470,1.045608,116758.0
33414,0.91683,105953.0
33065,0.890764,70435.0
33028,1.521216,111553.0
33155,0.908882,79271.0
33029,0.990177,145282.0
34119,1.050869,109260.0
33401,0.995367,60942.0
33407,0.910407,56606.0
33331,0.947014,142464.0
32159,0.704893,57536.0
32935,1.039879,63841.0
32550,0.868949,96269.0
33146,0.895752,124712.0
34202,0.753987,123210.0
34769,0.976421,58764.0
32216,0.868095,63253.0
32456,0.98588,73723.0
33196,0.887784,93370.0
32940,1.16151,106511.0
32907,0.844437,71827.0
33544,0.938705,103134.0
34758,0.91844,67128.0
32068,0.921065,82410.0
32765,0.898079,99161.0
32725,1.106544,70801.0
32827,0.928796,112026.0
34275,0.735985,84503.0
33328,0.981025,127386.0
32259,0.946707,144168.0
33544,0.996742,103134.0
32608,1.073329,60182.0
33612,0.865987,43919.0
33125,0.782001,40940.0
33410,1.335401,96059.0
32827,0.885309,112026.0
30720,1.188861,65620.0
30286,1.01112,50526.0
31501,0.889637,37203.0
30041,1.078262,141825.0
30606,1.554629,61397.0
30115,1.239386,113346.0
30117,1.467253,58463.0
30180,1.24201,88269.0
30240,0.878015,59521.0
30014,0.962407,71055.0
30701,0.877241,62075.0
31405,1.272199,62123.0
31520,1.346251,37652.0
30553,1.195799,52146.0
30901,0.949322,23019.0
30501,1.042839,58214.0
30120,0.875556,83892.0
30223,0.95167,56940.0
30577,0.964141,50096.0
30060,1.006755,62180.0
31404,1.187121,49805.0
31792,0.829174,49045.0
30535,0.976436,55380.0
30141,0.87483,84724.0
31419,1.671431,70734.0
31719,1.031959,43496.0
30655,0.919818,68292.0
30512,1.012281,65815.0
31901,1.279235,47316.0
31093,1.06506,48186.0
31750,1.160548,39564.0
30606,0.907487,61397.0
30458,0.851921,50036.0
30033,1.19752,107647.0
30308,1.067593,82420.0
30342,0.992976,117865.0
30309,1.018243,111894.0
30045,1.244876,98702.0
31642,0.83299,39131.0
30012,0.876358,60169.0
31023,0.976654,47558.0
31794,1.044223,44569.0
31620,0.992704,51375.0
31015,0.975863,41930.0
31768,0.856237,44895.0
31201,1.225439,22936.0
30824,0.970932,54214.0
30830,0.971109,50956.0
31602,0.895813,55980.0
31545,0.96569,44260.0
31021,0.829847,50956.0
30474,0.913183,54713.0
39819,0.963625,42654.0
30417,0.987995,54239.0
30106,0.82498,65715.0
31558,0.979894,67761.0
31061,1.070552,55371.0
31069,0.950468,75526.0
30342,1.013558,117865.0
31217,1.133476,43821.0
30274,0.950431,50455.0
30165,0.851409,63915.0
30909,0.85236,67710.0
30134,0.86744,73699.0
30281,0.796305,70587.0
30078,0.91896,90054.0
39845,0.977756,48588.0
30076,1.392149,113166.0
31909,0.814863,69221.0
31210,0.910601,82158.0
30214,1.003758,87138.0
30143,1.06028,79879.0
30058,0.916393,62633.0
30265,0.968578,104446.0
30097,0.801695,127464.0
30265,0.919918,104446.0
30096,1.053652,75478.0
30033,1.113559,107647.0
30904,1.178787,45636.0
96813,1.166344,87799.0
96793,1.086476,104220.0
96720,1.405293,78537.0
96734,0.928763,131554.0
96817,1.122823,74690.0
96819,0.974819,96346.0
96766,0.971047,96434.0
96750,0.905011,86293.0
96813,1.038105,87799.0
96701,0.749333,107888.0
96743,0.928386,98177.0
83301,1.127622,62388.0
83501,0.851591,71909.0
83712,0.723476,105764.0
83706,1.085817,81101.0
83687,0.907339,72294.0
83605,0.865456,60657.0
83404,0.751409,79211.0
83440,0.957154,57701.0
83201,1.053978,63209.0
83702,0.857758,82586.0
83814,1.328436,69914.0
83704,0.956002,70806.0
83404,0.883284,79211.0
83854,0.835241,72820.0
83687,1.04374,72294.0
83404,0.882224,79211.0
61520,0.937717,56618.0
62002,0.801455,57851.0
60435,1.239037,74967.0
60160,1.066959,64740.0
60201,0.713675,92101.0
62948,0.937164,59031.0
61021,1.1888,65719.0
61354,0.905428,69382.0
62301,1.047448,52212.0
60608,1.082789,70704.0
60504,1.093572,98249.0
60123,0.926329,86762.0
62401,0.909006,76098.0
62801,0.884602,53740.0
60612,0.91454,60457.0
61081,0.973171,60854.0
62864,1.294817,58082.0
60617,1.041698,51237.0
60302,1.49287,97414.0
62002,0.961381,57851.0
60402,0.989867,73993.0
62052,0.94068,75296.0
60463,1.211247,105389.0
60304,1.246972,132841.0
61401,0.870229,47728.0
60525,0.869869,113718.0
60628,1.376764,49719.0
62207,0.991816,29184.0
60141,1.340347,16611.0
60202,0.91747,101087.0
60640,1.17111,71030.0
60644,0.956911,37952.0
60085,0.875997,64330.0
60637,0.784585,42080.0
61455,0.972979,45048.0
62959,1.056941,69914.0
61801,1.08493,37948.0
61832,0.925943,45264.0
60623,0.954093,44040.0
60099,0.864532,65647.0
60450,0.90329,81716.0
60621,0.928394,33235.0
61350,0.844039,77562.0
61801,0.961322,37948.0
60625,1.010782,85299.0
60613,0.96925,91351.0
60050,0.817036,86315.0
60631,1.030382,117688.0
60612,0.764825,60457.0
61554,0.91937,62484.0
60521,0.74566,244318.0
60612,0.906692,60457.0
62040,0.940301,60558.0
61761,0.829266,66642.0
60045,0.880542,225551.0
60629,0.920974,58813.0
62526,0.954478,48222.0
62246,0.989394,61740.0
62230,0.95992,81824.0
62702,1.319436,52748.0
60612,1.922283,60457.0
60901,0.849749,54557.0
60616,1.019208,77841.0
61032,0.981443,54179.0
61764,0.924721,68438.0
61701,0.718675,55882.0
62901,1.107377,32960.0
62521,1.749504,66848.0
60461,1.079004,108203.0
60506,1.052049,76105.0
60805,0.863897,95738.0
60622,1.057793,124852.0
60617,0.941287,51237.0
60657,1.153001,109025.0
62959,0.957878,69914.0
62226,0.915909,66018.0
60901,1.035642,54557.0
62269,0.971708,100167.0
61938,1.228655,54288.0
60426,0.834736,40995.0
60126,0.883807,143333.0
60048,0.797108,169283.0
60622,0.938546,124852.0
60453,1.323264,82493.0
62946,0.974025,55551.0
60134,0.712744,148283.0
60451,0.890627,132260.0
60123,0.925482,86762.0
60068,0.980702,138201.0
60657,1.039293,109025.0
61104,0.830043,32161.0
60540,0.906916,155866.0
61108,0.964727,63046.0
61103,0.807574,47390.0
60190,0.687827,146775.0
60634,1.101761,84997.0
60005,0.671288,100304.0
60007,1.076608,95240.0
61282,1.173657,67833.0
60153,1.14901,66498.0
61201,0.897456,57260.0
60611,0.712693,124621.0
60115,0.917199,46808.0
60515,1.632923,121358.0
62062,0.879381,97409.0
60169,0.949619,92399.0
60010,1.154685,175050.0
60139,0.916819,81996.0
62864,0.944192,58082.0
60440,0.891684,95120.0
60064,1.193807,49256.0
46131,0.934042,81914.0
46402,0.982623,29125.0
46122,1.177537,94290.0
46350,0.945438,75311.0
46902,1.107907,59548.0
46312,0.973696,41071.0
47130,0.869023,68412.0
46952,1.022224,53481.0
46545,1.207737,55889.0
46360,0.921376,59641.0
46804,1.085782,84778.0
46514,0.976765,61784.0
46845,0.793007,115690.0
47933,0.960831,61968.0
47804,0.969711,38036.0
46202,0.963789,61082.0
46526,0.802861,65864.0
47362,0.830334,56564.0
46342,1.141291,72163.0
46383,0.85895,75575.0
46140,0.943718,82850.0
46202,0.913399,61082.0
47591,0.93802,57862.0
47150,1.026644,62212.0
46706,0.965466,76288.0
47802,1.031381,58880.0
46802,0.962278,40903.0
47374,0.92018,52566.0
47403,0.858682,68703.0
46202,1.009838,61082.0
46158,0.889519,79877.0
46601,2.086098,27080.0
46060,1.271304,91141.0
47501,0.939767,60476.0
47274,1.012086,72186.0
47250,0.957677,56667.0
46947,1.122556,55088.0
46219,0.901097,57811.0
46714,0.977341,63468.0
46563,0.947893,69205.0
46260,0.931716,70642.0
47025,0.872708,89986.0
46016,0.989851,35543.0
47303,0.891349,42556.0
46311,0.993519,109167.0
46750,0.976999,60883.0
46176,0.989691,66045.0
46725,0.978059,76214.0
46052,0.885918,66828.0
47905,1.109058,63115.0
47201,0.943957,82667.0
46011,0.89464,77618.0
47546,1.197663,67806.0
46321,1.120728,105764.0
46307,0.917586,102118.0
46227,0.932193,50993.0
46580,1.038607,70978.0
46755,0.978483,66034.0
47630,0.977712,101462.0
46825,1.056243,68890.0
46032,0.812244,123438.0
46123,0.822194,102989.0
46278,0.812989,153930.0
46032,0.747207,123438.0
46237,0.760336,76676.0
46321,0.924071,105764.0
46307,0.868079,102118.0
46845,0.907585,115690.0
46804,0.879824,84778.0
46256,1.303373,86529.0
47150,0.933234,62212.0
47905,0.825588,63115.0
46545,0.974883,55889.0
46037,0.948158,137969.0
47403,0.924338,68703.0
46032,0.968224,123438.0
50158,1.009879,71212.0
52761,0.954851,63924.0
50501,1.577874,66130.0
51503,0.955816,76064.0
52245,1.335645,75876.0
50010,0.841765,65701.0
50208,0.964929,61064.0
52803,1.272641,61082.0
50310,1.123006,74473.0
50613,0.97301,75642.0
52402,1.081911,71319.0
51503,0.987018,76064.0
52246,0.805386,55088.0
52655,1.387765,54405.0
50401,1.07109,63807.0
50702,0.900621,59784.0
52001,1.074558,60882.0
52403,1.799836,73848.0
52732,0.945922,58380.0
50309,1.000435,57974.0
50314,0.962153,38511.0
52501,0.970177,59091.0
50314,0.994056,38511.0
52722,0.924961,105763.0
50703,1.135182,49412.0
51301,1.008284,61175.0
52001,1.03708,60882.0
51360,1.236742,77464.0
51104,1.054426,74984.0
50112,0.931734,64707.0
51101,1.303346,18103.0
66762,0.935161,48257.0
67401,1.046986,62603.0
67601,1.142554,58480.0
66067,0.960486,70653.0
66606,1.065463,60862.0
67042,0.947347,56633.0
67502,1.699095,73192.0
67846,0.889867,72507.0
67124,0.847638,65707.0
66061,0.839015,109110.0
67901,1.684651,62222.0
66441,0.968982,58876.0
66604,1.01451,59690.0
67218,1.220931,47905.0
67114,1.224307,68393.0
66204,1.01013,75248.0
67460,0.945686,80091.0
66071,0.999713,82042.0
67357,0.982925,55791.0
67214,0.896132,36636.0
67214,0.806767,36636.0
66044,0.888459,56340.0
66502,0.944647,52363.0
66112,0.72344,62824.0
67801,0.939731,71489.0
66215,1.064077,89065.0
66209,0.764597,148081.0
67226,0.881623,88603.0
66213,0.907574,114926.0
67226,0.940091,88603.0
67401,0.870493,62603.0
66211,0.856807,110662.0
66502,0.959815,52363.0
67530,0.909888,57990.0
66211,1.089607,110662.0
67226,0.764814,88603.0
67002,0.746221,105625.0
67502,0.959113,73192.0
66219,0.975367,91144.0
67235,0.990263,112500.0
66739,0.874247,47900.0
67037,1.008318,84666.0
41075,0.982422,99075.0
41858,0.938595,42363.0
42345,0.937767,68040.0
41653,1.201432,43984.0
41101,1.005999,53491.0
40504,1.452619,43015.0
40741,1.204113,60417.0
42701,1.025003,68715.0
42101,0.808081,49045.0
40065,0.974267,76813.0
42141,1.0535,51188.0
40351,1.017857,51110.0
41056,0.895409,49549.0
40965,0.960773,30980.0
40033,1.118268,49642.0
40004,1.07284,64222.0
42071,1.246309,48976.0
41701,0.962188,39427.0
41017,1.023833,100645.0
42303,1.254276,63010.0
40202,1.077318,29382.0
40962,1.505099,39694.0
41501,1.487077,44719.0
41042,0.862025,75582.0
40361,0.970889,57074.0
40422,1.096747,60926.0
40475,0.952377,62731.0
40831,0.973395,35417.0
