zip,Rate,Amount
42420,0.910766,56661.0
40353,0.957148,56981.0
42276,0.971461,63586.0
41503,0.947207,116027.0
40206,0.854742,72543.0
42754,0.946889,49230.0
41240,1.032809,41000.0
41031,0.949808,62052.0
40701,0.870156,47288.0
42718,1.389121,60764.0
40202,1.021087,29382.0
40391,0.887293,67910.0
42431,0.824666,57529.0
40324,0.971837,83012.0
42003,0.78131,54052.0
40503,1.016922,74161.0
42003,1.403708,54052.0
40456,0.985008,46879.0
42066,1.025856,48118.0
42104,0.74021,73975.0
40601,0.86831,67125.0
41230,1.025236,45240.0
40207,0.940056,98583.0
42503,1.005158,53377.0
40031,0.884613,96682.0
41339,0.969569,41144.0
40202,0.991234,29382.0
40509,1.04698,89429.0
40977,0.9882,35822.0
70503,1.199391,94360.0
70301,0.891167,62470.0
70112,1.324984,23052.0
70506,1.005094,55553.0
71457,1.001684,47410.0
70360,0.788478,82365.0
71202,1.047998,26883.0
70663,1.123281,59444.0
70380,0.975522,54504.0
70403,0.872855,50547.0
70570,1.041799,45276.0
71301,1.180682,44330.0
70791,0.980121,80243.0
70554,0.97337,25922.0
71301,1.063491,44330.0
70601,0.880905,49545.0
70510,0.91378,50881.0
70121,1.197829,59029.0
70072,1.050308,55866.0
70458,1.09577,69816.0
71105,0.981026,66758.0
70526,0.883377,37689.0
70433,0.738858,79354.0
70115,0.993532,94181.0
70634,0.959422,64359.0
70546,1.16857,52353.0
70560,1.098011,48296.0
70601,1.180881,49545.0
70808,0.773367,69078.0
70809,1.038309,81310.0
71270,0.992438,37599.0
71075,0.965653,33189.0
71351,1.13055,48006.0
70508,0.829851,88017.0
71463,0.958293,46658.0
71103,1.030925,27958.0
71220,0.976969,36186.0
71201,1.024644,53538.0
70817,0.993123,102878.0
71295,0.975148,43223.0
71055,0.899158,33919.0
71269,1.047565,51334.0
71291,1.03557,69012.0
71446,0.91883,56767.0
70586,0.937461,43375.0
70006,0.943876,74049.0
70363,1.303565,44828.0
71418,0.982986,31975.0
70605,0.967836,88337.0
70816,1.036964,65894.0
71449,0.987681,54534.0
70360,1.000886,82365.0
71201,1.002055,53538.0
70810,0.972041,93712.0
70508,0.979511,88017.0
70458,0.945329,69816.0
70508,0.920072,88017.0
70810,0.832391,93712.0
70433,0.891261,79354.0
70458,0.929117,69816.0
70065,1.143189,65899.0
71101,0.855492,17924.0
71301,0.914161,44330.0
70130,0.967698,82758.0
70403,0.916484,50547.0
70043,1.149993,57065.0
70427,1.065707,43838.0
70127,0.967049,41548.0
71101,0.995947,17924.0
70535,1.122639,44804.0
71360,0.978264,59592.0
70119,0.892493,50854.0
71101,1.524609,17924.0
4401,0.871591,66136.0
4101,0.886351,60726.0
4102,0.765554,79631.0
4769,1.067984,57396.0
3909,0.902283,108889.0
4011,1.437834,74102.0
4240,0.906864,56558.0
4736,0.949826,56189.0
4401,0.756528,66136.0
4330,1.070834,55158.0
4330,0.928294,55158.0
4901,0.963664,54122.0
4605,1.054071,72083.0
4743,0.974208,61628.0
4856,0.918222,93169.0
21742,0.776907,80533.0
21201,0.937917,44722.0
20774,1.040219,128392.0
20910,1.108985,107994.0
21701,1.137891,102306.0
21202,1.271094,61578.0
21229,1.075969,55457.0
21215,1.628353,47606.0
21237,1.440215,90269.0
20904,0.950876,93322.0
21550,0.901184,65302.0
20832,1.030133,166892.0
21801,0.877177,67140.0
20814,0.972019,150401.0
21401,0.85504,119296.0
21218,1.226555,58378.0
21502,0.854753,58721.0
20650,0.869423,139688.0
21224,1.453041,86209.0
21921,1.046996,84608.0
21157,0.977656,102835.0
21225,1.086509,50069.0
20646,0.749727,130008.0
21601,0.827634,81837.0
21201,0.969404,44722.0
20678,1.242243,118288.0
21133,1.199715,84248.0
21061,0.941297,86081.0
21204,1.500954,98452.0
21044,1.153805,132924.0
21014,1.427846,113825.0
20706,1.139268,100061.0
21239,1.06494,64288.0
20850,1.24235,122691.0
20744,0.886729,124838.0
21811,0.829321,91293.0
20735,1.04304,123125.0
21204,0.717583,98452.0
20876,0.922539,113329.0
21201,1.045565,44722.0
1453,0.90568,82098.0
2138,0.957561,122040.0
2703,1.011906,93352.0
2139,0.9339,124648.0
2601,0.853573,62989.0
1301,0.883462,54347.0
1550,1.208218,59397.0
2721,0.851655,50666.0
1040,1.04699,51892.0
1950,0.997432,144259.0
1069,0.940451,79725.0
2118,0.972639,90142.0
1915,1.215529,102347.0
1970,0.947434,85189.0
2135,0.829328,88208.0
1201,0.91512,68879.0
1752,1.034603,95047.0
2302,0.931239,87560.0
2360,1.077861,111975.0
1854,1.191124,70397.0
1104,1.221861,47530.0
2176,1.251059,126854.0
2114,0.83547,135057.0
2780,1.001439,75054.0
2720,1.091655,62907.0
2114,0.864391,135057.0
1844,1.151794,103292.0
2494,1.054077,173750.0
1742,1.323625,211435.0
2215,0.925766,65827.0
2120,0.888921,61472.0
1757,0.952138,92951.0
1440,0.983303,63526.0
2190,1.288522,99024.0
2462,0.683689,210682.0
1890,0.874253,218176.0
2186,0.842661,177222.0
2115,0.852639,53398.0
2301,0.767754,72727.0
2111,1.121409,70865.0
2130,0.707268,130533.0
2540,1.133009,88266.0
1803,0.962712,142421.0
1701,0.96725,127000.0
1608,1.025678,45962.0
48154,0.758928,103763.0
49464,0.947893,97573.0
49221,0.905175,57316.0
49093,0.961001,63040.0
49007,1.142437,39309.0
48075,0.718942,67630.0
48124,0.951474,78353.0
49085,0.944979,101763.0
49036,0.966365,59649.0
48235,1.421517,41011.0
48341,1.044792,46185.0
48801,0.906337,57449.0
48060,0.846014,51342.0
48838,0.971997,66126.0
49707,1.068421,50699.0
49242,1.306515,57813.0
49503,1.128124,61734.0
48708,0.869963,50216.0
48038,0.876555,78684.0
48202,0.883824,36536.0
49855,1.248418,62321.0
49801,1.015071,62461.0
49738,0.940126,57573.0
49503,1.122801,61734.0
49441,1.141365,65235.0
48843,0.927499,91620.0
48602,1.213072,46068.0
49423,1.0555,78524.0
49017,1.112075,58500.0
48601,1.070115,37830.0
48858,0.925911,48794.0
49601,0.896489,65704.0
48230,0.897637,131155.0
49201,0.761743,71714.0
49307,0.956578,54803.0
48661,1.100659,58767.0
49684,0.910526,75678.0
48162,1.03001,68801.0
48201,1.386971,24392.0
49770,0.663871,80431.0
49930,0.978179,67946.0
49431,0.919524,63313.0
49048,1.039089,62160.0
48105,0.894437,94737.0
48867,1.10946,58718.0
48073,1.4651,86426.0
48503,0.908667,40155.0
49735,0.916819,69050.0
48532,1.138603,58118.0
48184,0.993688,54572.0
48198,0.98248,63678.0
48192,0.892263,67846.0
48336,0.899679,85325.0
48236,1.081491,130776.0
48910,1.230507,52154.0
49417,0.987519,84476.0
48183,0.845305,82020.0
48617,0.964953,56601.0
48446,1.010361,66382.0
48093,1.115791,66420.0
48439,1.169788,88505.0
48342,0.967461,33750.0
48811,0.985149,66875.0
49068,1.038897,78476.0
48043,1.032899,57315.0
48912,1.316241,53072.0
49519,1.395969,75373.0
49783,1.120741,59847.0
48054,0.956899,76992.0
48135,0.789467,64396.0
48307,0.93451,105118.0
48118,1.09602,87934.0
48091,0.987924,53400.0
48085,0.870735,144146.0
48180,0.87396,59537.0
48201,1.405861,24392.0
48382,0.867705,132602.0
48201,1.186722,24392.0
48075,0.958692,67630.0
48322,0.933395,118001.0
49660,0.946839,62211.0
48201,0.804637,24392.0
55422,1.054251,91173.0
55805,0.8576,43077.0
55415,1.019055,126480.0
55904,1.121696,76434.0
55902,0.74142,111879.0
55057,0.946764,97521.0
55066,0.956633,70529.0
55805,0.880296,43077.0
55008,0.955904,83209.0
56187,0.968996,63637.0
56308,0.940609,76831.0
56303,0.695634,66789.0
55102,0.959682,74143.0
55417,1.122162,122639.0
55746,0.943665,55694.0
56007,0.889354,66479.0
55987,1.008943,62171.0
55805,0.977686,43077.0
55092,0.980807,97241.0
56537,0.882525,62279.0
55426,0.794132,96887.0
55387,0.91514,109279.0
55407,0.925471,78206.0
55744,1.099953,68213.0
55082,0.964048,117538.0
55060,0.959011,83848.0
55021,0.97816,70296.0
56401,1.244875,70269.0
55313,0.920966,93471.0
55435,0.73952,75829.0
55454,0.840857,26429.0
55792,1.036675,50616.0
56201,1.033794,68054.0
56601,0.976129,69782.0
56501,0.925723,68980.0
55379,0.997278,109824.0
55101,0.879438,72703.0
55433,0.793477,80213.0
55371,0.947746,89674.0
56031,0.943853,61373.0
55350,0.963121,78663.0
55337,0.75592,81641.0
55109,0.818599,81759.0
55125,0.775571,118129.0
55369,0.871796,112541.0
39216,1.111897,43315.0
38801,1.015061,63447.0
38652,1.004529,54321.0
39530,1.199733,39755.0
38834,0.891844,50125.0
38821,0.877618,52810.0
39183,1.009831,66958.0
38655,1.067792,64423.0
39452,0.964663,57300.0
39046,0.955157,48288.0
39581,1.382304,37571.0
38614,0.876936,36273.0
39350,0.982225,50331.0
38829,0.969823,52015.0
39216,0.959942,43315.0
39759,1.056328,42988.0
39601,1.07397,43750.0
39440,1.491398,38687.0
39773,0.937124,38914.0
39301,1.078714,42701.0
39204,0.928636,31667.0
39367,0.959147,37355.0
39401,1.150945,40287.0
38701,1.159051,36998.0
39120,1.049328,40586.0
38732,0.808121,44239.0
39402,0.992311,71254.0
39042,0.968818,88780.0
38930,1.355625,35109.0
39705,1.02103,69292.0
39202,3.098236,41250.0
39301,0.868048,42701.0
39466,0.943548,50926.0
39503,0.885405,61298.0
39232,0.82664,83389.0
38671,1.236276,61744.0
39520,0.933056,65139.0
38654,0.880685,99481.0
38901,0.915882,46956.0
39531,0.873064,54599.0
39216,1.136747,43315.0
64804,1.116284,62081.0
63301,1.028699,83551.0
64506,1.213752,61713.0
65301,1.245235,58906.0
65109,1.008964,72430.0
65401,1.051226,52768.0
63141,1.107528,122917.0
63501,0.890529,55394.0
63019,0.723247,64700.0
65483,0.994516,48099.0
63401,0.893258,60483.0
64132,0.799323,43798.0
63110,0.879981,73809.0
64730,0.976142,46121.0
65807,1.039383,50271.0
64108,1.211372,74462.0
64128,0.897721,35257.0
64468,0.998452,53757.0
63090,0.836393,83966.0
64429,0.952392,65161.0
65536,1.06277,50902.0
64772,1.011529,56194.0
64154,1.04708,92686.0
65804,0.794689,58288.0
65201,0.950971,46177.0
63851,0.980716,28650.0
65270,0.910746,47354.0
63128,0.780582,87266.0
65775,1.584865,48854.0
63026,0.988001,96145.0
64114,0.838914,77643.0
63117,1.026221,86667.0
64057,0.888626,71441.0
64116,0.981106,63352.0
64093,1.049897,62988.0
63106,0.911562,21475.0
64139,1.148141,110528.0
63044,1.095138,76094.0
63110,1.061385,73809.0
63131,0.836112,209306.0
63701,1.032301,67904.0
63801,1.060951,55945.0
63901,1.032464,49979.0
64804,1.113545,62081.0
64111,1.079429,61802.0
65340,0.963872,56534.0
63141,0.76537,122917.0
63640,0.799989,55926.0
64735,0.989683,57782.0
63122,1.035853,132783.0
64068,0.984303,95425.0
63017,0.96937,128750.0
63136,0.9031,40388.0
63703,1.030266,36909.0
65065,0.821184,57133.0
64063,0.974098,77966.0
63376,0.913354,94921.0
64014,0.879667,84187.0
65613,0.891045,56919.0
63367,0.946546,134932.0
63118,0.927816,57268.0
64012,0.885236,71782.0
64086,0.86416,107098.0
63368,0.868365,118811.0
65201,1.0183,46177.0
59601,1.107162,70502.0
59101,0.891881,58165.0
59405,0.816665,60509.0
59802,0.912806,65054.0
59701,1.197452,56799.0
59804,1.533102,74877.0
59901,1.144144,70391.0
59715,1.186311,85000.0
59405,0.820571,60509.0
68506,1.105367,70501.0
68510,1.092912,64183.0
68803,0.886257,70040.0
68901,0.987866,63547.0
68114,1.09196,73361.0
68124,1.168962,96341.0
69361,1.311239,55531.0
69101,0.978219,61833.0
68105,1.0621,53253.0
68025,0.931644,69467.0
68122,0.924593,103317.0
68046,0.956965,113708.0
68601,0.864108,70697.0
68701,1.177825,64862.0
68506,0.978841,70501.0
68526,0.945999,117447.0
68144,0.932125,81887.0
68130,0.885797,134421.0
68114,0.887102,73361.0
68123,0.87733,96188.0
68122,0.867785,103317.0
68845,0.969871,75350.0
68803,0.855931,70040.0
89502,1.095634,62719.0
89109,0.878575,54917.0
89030,0.904694,46204.0
89102,0.965831,48518.0
89801,0.945964,83777.0
89503,0.701182,66956.0
89703,1.092939,82237.0
89106,0.856963,38848.0
89502,0.817715,62719.0
89434,0.994537,90953.0
89128,0.88529,70641.0
89144,1.156788,100398.0
89052,1.085809,98462.0
89118,1.178583,67384.0
89148,0.847684,94926.0
89521,0.909124,125505.0
89086,0.990908,74478.0
89113,1.51164,88750.0
89149,1.193197,99085.0
89011,0.88328,93881.0
89511,0.977,117287.0
3301,1.034631,85943.0
3246,0.992077,68407.0
3060,0.971932,78068.0
3103,1.349236,70049.0
3867,0.932741,74397.0
3038,0.860723,104306.0
3820,0.693863,92793.0
3431,1.125402,78196.0
3060,0.750328,78068.0
3833,1.005759,110566.0
3801,0.831129,106520.0
3102,1.172748,69927.0
7601,0.689045,82212.0
7112,0.980008,55171.0
7047,0.912113,75505.0
8822,0.732914,137698.0
7055,0.759281,56780.0
7666,0.960071,134311.0
7109,0.929393,90164.0
8536,0.96771,128426.0
8210,1.051269,93855.0
7652,0.991884,139707.0
8103,1.179663,37563.0
7306,1.451166,75861.0
7444,0.863083,113661.0
7503,0.756084,60295.0
7018,1.286738,59039.0
8043,0.985332,112606.0
7065,0.836621,90852.0
7002,1.147054,81285.0
7860,0.95612,104113.0
8103,0.851434,37563.0
8015,1.226429,78926.0
8360,1.120191,62604.0
7701,0.958742,113630.0
8901,1.216462,60248.0
8861,0.944767,60464.0
7030,1.26874,176943.0
8755,0.631116,81077.0
8534,1.026285,180491.0
7631,0.600919,101398.0
8244,1.108067,67500.0
8876,0.915113,120823.0
7834,0.87108,162644.0
7901,0.876339,177986.0
8724,0.928591,98771.0
7042,0.954119,127083.0
8060,0.992334,107165.0
7652,1.153294,139707.0
8865,0.836758,78519.0
8046,0.909846,91447.0
8401,1.049467,36375.0
8318,0.930451,87551.0
8901,0.746346,60248.0
7302,1.0078,166854.0
7740,0.861767,73806.0
7039,0.920049,218416.0
7018,1.220716,59039.0
8701,0.84444,62811.0
8084,0.772577,100735.0
8638,1.065177,65650.0
7102,0.929119,37093.0
8690,0.813403,122665.0
7728,1.380464,107042.0
7733,0.834943,175559.0
8050,1.039118,115456.0
7840,1.119117,107956.0
7094,1.044186,134746.0
7103,1.03778,42397.0
7675,0.89951,176981.0
87106,1.56318,51079.0
87505,1.140035,75912.0
88310,0.846953,53833.0
87401,0.923048,56358.0
88201,0.807324,62752.0
87102,1.146,37276.0
87532,0.953951,57077.0
87109,0.874223,56295.0
88011,1.341563,75139.0
87106,1.01054,51079.0
88101,0.874839,55349.0
88210,0.949768,80423.0
87544,0.974375,135108.0
87420,0.954454,38079.0
87108,1.516425,39578.0
87301,0.969087,58302.0
88220,0.933077,79668.0
88240,0.924114,65394.0
87114,0.92829,81768.0
88130,0.989404,52420.0
88011,1.177843,75139.0
88201,0.957983,62752.0
87507,0.935,62955.0
88001,0.968355,32978.0
14210,1.372446,51059.0
10701,1.002101,63310.0
10456,0.924288,35676.0
13905,1.776242,53757.0
12208,1.270238,69505.0
11418,1.223912,84927.0
11229,1.186535,72556.0
12601,1.108951,64769.0
10029,0.932014,38308.0
11554,1.134875,128770.0
10310,1.054186,106118.0
14513,1.134108,61117.0
13815,1.321711,59757.0
11706,0.749128,115112.0
11743,0.758658,173014.0
10019,0.89252,121835.0
12010,1.159089,60013.0
12572,0.802294,96377.0
11355,0.832091,53700.0
11201,1.002289,169285.0
12208,1.236345,69505.0
14456,1.338454,74691.0
10467,1.340094,47806.0
14020,1.110411,59834.0
14424,1.139016,79135.0
14214,1.418294,56573.0
12983,1.069792,64604.0
10451,0.982161,37111.0
13820,1.097986,66217.0
10550,0.975793,56903.0
14905,2.543042,85888.0
12534,1.616443,76086.0
14895,1.096391,59063.0
12208,0.912843,69505.0
10065,0.589033,160938.0
14217,0.982079,72205.0
14760,0.997822,52569.0
10960,1.015328,126404.0
11030,0.934512,247393.0
11901,0.927774,83252.0
14141,0.987715,71837.0
13421,0.894207,63732.0
10075,0.897342,146556.0
14621,1.541799,36534.0
10940,0.794711,87198.0
10461,1.239276,65023.0
11373,1.043331,71470.0
14215,1.022572,43326.0
12771,0.95387,67926.0
13326,1.520948,70977.0
13203,1.200151,46526.0
11772,0.92623,105246.0
14843,0.974613,56004.0
12308,1.367539,59789.0
13601,0.810963,57503.0
10901,0.755319,114651.0
10305,1.347649,86294.0
10549,0.662777,122327.0
14617,1.071214,89530.0
10003,0.945088,153750.0
10468,1.342235,46624.0
13045,0.942981,67028.0
10010,1.108873,156127.0
12180,0.884865,73767.0
11542,0.943257,92284.0
11576,1.210335,232279.0
11777,0.967684,148519.0
14092,0.944333,67835.0
12801,1.433842,70019.0
11355,1.077405,53700.0
11219,0.989834,55685.0
11040,0.987733,153511.0
11235,1.180949,61689.0
13676,1.228297,56900.0
11572,0.991923,144419.0
10029,0.92814,38308.0
11768,0.896557,163435.0
11203,1.227899,68028.0
13210,1.252839,38783.0
10016,1.211743,153065.0
10990,0.85542,123199.0
10701,1.097661,63310.0
11209,1.136249,92656.0
13669,0.914629,66488.0
10016,0.659805,153065.0
13440,1.406271,65497.0
13069,1.028858,63156.0
14215,2.209169,43326.0
11237,1.010176,82570.0
12866,1.072158,98374.0
12401,1.049707,67426.0
14626,1.116059,78785.0
14048,0.96406,52971.0
11432,0.894016,75395.0
11212,1.790238,40060.0
10595,1.513178,108750.0
13021,1.112486,58946.0
14437,0.92718,64807.0
14701,0.909186,50909.0
10037,1.178794,51250.0
13210,1.248419,38783.0
11777,0.987844,148519.0
13210,0.956654,38783.0
12901,1.47623,59413.0
10591,1.170455,103480.0
12550,1.072867,78019.0
14432,1.080505,69750.0
10567,1.105264,152334.0
10021,0.748537,156712.0
10512,0.951246,124519.0
12078,1.400349,54565.0
14830,1.02471,73831.0
14220,1.102271,68337.0
11795,1.572949,171068.0
10601,0.74744,90733.0
14850,1.052395,69689.0
11803,0.919329,184410.0
11714,1.434183,123679.0
11203,0.907898,68028.0
12742,0.852419,144167.0
13903,1.540607,61244.0
11691,1.133903,57027.0
11206,1.678972,57280.0
10457,1.498217,44911.0
11787,0.862914,141505.0
28025,0.97663,79271.0
28801,0.764347,51125.0
27030,1.105462,47213.0
28352,1.009176,41635.0
27534,1.018161,59950.0
28139,1.07178,52148.0
27103,0.808456,66582.0
28144,0.987864,51432.0
28779,0.860844,54407.0
28791,1.045682,78179.0
27330,1.074434,60726.0
28150,1.077941,53027.0
28792,0.958499,55066.0
28328,0.953337,48137.0
28501,0.90725,33823.0
27705,1.078466,71153.0
28052,0.97597,46015.0
28677,0.923012,59081.0
27834,0.897179,48081.0
28645,0.940832,50529.0
28546,1.226292,60552.0
27704,0.924212,62435.0
28607,0.940367,44132.0
27288,0.948767,53081.0
27514,0.808618,94167.0
28659,1.129451,49578.0
28472,1.247085,48963.0
27610,0.807385,66245.0
28334,1.001788,54527.0
28655,1.120686,53464.0
27360,0.908043,60898.0
28752,0.918593,55036.0
27577,0.895812,56237.0
27401,1.246362,44524.0
28621,1.080707,54481.0
28210,0.974381,94145.0
27910,1.001406,43950.0
27886,0.986897,51180.0
27909,1.289885,64039.0
28203,1.01853,103860.0
27607,1.080906,95216.0
28374,0.739104,106746.0
28601,1.058359,67839.0
28001,1.090433,55610.0
28349,0.947996,63903.0
27203,0.957905,47506.0
27893,0.944244,40180.0
27565,1.184802,59406.0
28117,0.836358,109310.0
27705,1.120284,71153.0
28112,0.932076,74853.0
28560,0.98159,62142.0
27536,0.98425,39491.0
28301,1.437377,36955.0
28557,0.959799,67753.0
28602,0.932763,56031.0
28092,0.897276,62625.0
27804,0.961072,58837.0
27103,0.921537,66582.0
27870,0.95537,48994.0
27704,0.944461,62435.0
28462,0.847345,58545.0
27573,1.140643,44234.0
28262,1.138289,66757.0
27518,0.931922,121242.0
28144,1.566847,51432.0
28078,0.85411,120503.0
28721,0.995517,67323.0
27006,0.936469,94477.0
28376,0.928979,61793.0
28215,0.933659,66065.0
28805,1.090649,67104.0
58501,1.257949,69796.0
58701,1.025877,75329.0
58201,1.205454,69120.0
58102,0.795572,56028.0
58104,0.684511,85014.0
45255,0.753552,88694.0
44805,0.906889,62058.0
45219,0.952665,35936.0
43214,1.014781,92838.0
45662,1.091283,37345.0
45804,0.989181,42594.0
44622,0.983231,70237.0
43302,1.018664,53833.0
43081,0.879717,90336.0
45365,1.080518,66044.0
45701,0.990072,49604.0
43616,0.839655,82105.0
43215,1.069016,74469.0
44106,0.9002,42869.0
44870,0.828128,58797.0
44307,0.940452,28802.0
43402,0.927683,56245.0
45885,1.002485,75054.0
43213,1.062027,53908.0
44691,1.074103,71319.0
43701,1.012646,54900.0
45220,1.017085,51404.0
43050,1.366964,65044.0
44129,0.759993,67619.0
45056,0.94062,53413.0
43614,1.31555,57253.0
45409,0.671958,84000.0
45631,0.894871,54772.0
45014,0.85766,69624.0
45828,0.910249,77857.0
44109,1.373071,43130.0
44857,0.899519,62227.0
45801,0.894088,47442.0
43606,1.27495,60308.0
44708,1.091221,60159.0
45891,0.927876,62944.0
43130,1.610371,68242.0
44024,0.882863,104808.0
45005,0.94916,74239.0
44111,0.786054,54790.0
44266,0.83912,61211.0
45429,0.858422,77291.0
43935,0.972102,50109.0
44119,0.963977,48268.0
44710,1.341981,50453.0
43210,0.977049,30197.0
45504,0.716126,67334.0
44113,0.982109,70140.0
44883,0.911646,62497.0
44256,1.02418,100345.0
43040,0.945731,96320.0
45840,1.019049,64076.0
43920,0.88367,50820.0
44077,0.983615,80692.0
44811,1.007142,64453.0
43812,1.010997,51930.0
43608,0.925426,28535.0
44903,0.997716,65421.0
43506,1.060214,60705.0
44145,0.917515,110101.0
44004,1.274407,49507.0
44601,1.003358,61887.0
45013,1.006554,72932.0
45405,0.980539,41901.0
45220,0.933218,51404.0
44106,0.817683,42869.0
44125,0.812886,55524.0
44122,0.846854,97469.0
44035,0.866948,54362.0
45750,0.919854,56883.0
44654,0.978336,75195.0
44223,0.999467,89046.0
43228,0.866148,60895.0
44130,1.42491,68099.0
43420,0.944238,62802.0
45601,1.335405,57430.0
44484,0.953549,65435.0
45219,0.873011,35936.0
43113,0.888421,63715.0
44053,0.969272,65332.0
45373,0.859699,78278.0
45177,0.931309,70483.0
45242,0.695691,120869.0
44460,1.067131,59882.0
43140,0.951751,82598.0
43311,1.111575,64217.0
43725,1.125581,51612.0
43015,0.928734,99622.0
43952,1.08245,46591.0
43055,1.227146,61807.0
44124,0.668576,78895.0
45211,0.785433,54582.0
45103,0.899092,81837.0
45342,1.001656,83936.0
43616,1.114615,82105.0
45804,0.975503,42594.0
43054,0.829628,139679.0
43512,0.984527,72082.0
44512,0.70577,62311.0
43016,0.870978,110518.0
44310,0.781412,38912.0
44512,0.913451,62311.0
45069,0.869,115539.0
45502,0.947092,87378.0
44122,0.73998,97469.0
45431,1.13091,80058.0
45662,1.085173,37345.0
44011,0.929494,126618.0
44906,0.951028,51358.0
44122,0.977186,97469.0
45373,0.950362,78278.0
74104,0.882301,51886.0
73801,1.158804,65454.0
74601,1.052591,48810.0
73072,0.892792,76933.0
73120,0.752356,62942.0
74361,0.991156,57639.0
73701,0.869173,51497.0
74006,1.021874,74139.0
73644,0.908311,51774.0
74820,0.823003,62359.0
73521,1.196997,59857.0
73533,0.866434,59341.0
74401,1.277355,39767.0
73701,0.982886,51497.0
73112,0.818863,57833.0
74501,0.94903,55430.0
74017,0.943697,65519.0
73401,0.880587,60288.0
73018,0.921986,58340.0
73505,1.572108,57496.0
74127,0.820703,47287.0
74136,0.932632,51314.0
73104,1.326975,69886.0
73110,0.92801,50436.0
73505,0.897105,57496.0
73109,0.92945,40944.0
74344,0.917202,56644.0
74104,1.185062,51886.0
74401,1.387805,39767.0
74801,0.843141,53265.0
73104,1.576836,69886.0
74467,0.953031,58398.0
74464,0.963057,51362.0
74960,0.978295,48174.0
74820,0.935538,62359.0
74437,0.992205,45283.0
73120,0.942574,62942.0
73129,0.958045,43941.0
74133,0.945336,73983.0
73159,0.914905,56369.0
73134,0.713546,55827.0
74137,0.754045,103963.0
73099,1.096555,86198.0
73139,0.969225,47424.0
73120,0.754714,62942.0
74132,0.834225,75199.0
74133,0.915589,73983.0
73114,0.966244,52592.0
73114,0.992047,52592.0
73034,0.983559,113296.0
74055,1.159116,86897.0
74055,1.064285,86897.0
73135,1.028618,67464.0
74012,0.877831,80079.0
73034,0.874388,113296.0
73075,0.984722,52112.0
97058,0.957907,62257.0
97527,0.781956,66396.0
97225,0.952118,111341.0
97520,0.923064,71485.0
97227,1.002499,79161.0
97239,1.176125,108795.0
97210,1.085203,87942.0
97504,1.05235,81233.0
97477,0.854868,63574.0
97123,0.966615,105999.0
97321,1.0373,95687.0
97030,1.384674,61793.0
97471,0.924287,70765.0
97381,0.971176,84077.0
97132,0.925094,95150.0
97045,0.94187,100388.0
97239,1.366445,108795.0
97701,1.024795,77969.0
97601,1.489213,53333.0
97301,1.271944,57497.0
97914,0.932747,48442.0
97383,1.00883,75094.0
97216,0.852725,71951.0
97213,0.798877,95801.0
97128,0.919486,72055.0
97504,0.763534,81233.0
97222,0.911368,77441.0
97062,1.083942,106987.0
97420,1.131902,61624.0
97015,1.117553,82865.0
97477,0.726579,63574.0
97124,0.936629,107063.0
18510,0.944263,52500.0
15132,0.957253,32170.0
17815,0.945633,66145.0
17011,1.048833,88889.0
19446,0.807989,103875.0
17837,1.569949,80488.0
16105,0.959279,67256.0
19118,1.050727,105667.0
19140,0.914396,33149.0
15219,0.952676,32403.0
17901,0.863043,61632.0
15065,0.912534,66838.0
18951,0.876218,95084.0
15009,0.760084,83629.0
15143,0.907207,125339.0
15501,0.967201,55797.0
15401,0.827971,52051.0
15301,0.84863,69275.0
19611,1.191706,56379.0
17701,1.424302,52770.0
17403,0.894362,72233.0
17044,1.022149,58253.0
18015,0.581245,58470.0
15212,1.155433,61712.0
16652,0.946405,67386.0
18960,0.779261,103594.0
17015,1.075492,87634.0
16673,0.906933,69119.0
17325,1.007591,79351.0
17042,0.771973,76399.0
17104,1.089368,42113.0
17543,0.986054,94609.0
17042,0.812558,76399.0
19007,0.910516,66811.0
16601,1.11515,55504.0
18840,0.957638,59836.0
15801,1.265157,66380.0
15224,1.163824,65974.0
16346,0.897005,68804.0
16214,0.961509,53430.0
19605,1.076843,85775.0
19046,0.87723,112959.0
19104,0.708567,39526.0
17602,0.768462,71752.0
17408,1.226248,87044.0
15215,0.775075,89625.0
16735,0.975127,58496.0
15237,0.681151,108538.0
15905,0.95053,70620.0
19104,0.75359,39526.0
15963,0.971609,59256.0
16335,1.11427,58531.0
15213,1.213113,31330.0
19114,0.96761,76076.0
19401,0.907946,68646.0
15537,0.965892,58300.0
19464,1.366842,76338.0
18431,1.359569,55323.0
19460,1.130164,120472.0
18103,1.150162,72545.0
17268,1.081543,69715.0
19010,0.815917,143986.0
19141,0.836309,42461.0
15601,1.318283,75369.0
16365,0.996842,57694.0
15063,1.277879,65274.0
17201,0.843405,59645.0
19301,0.859491,157500.0
19023,1.05702,48962.0
15317,0.939838,107962.0
18042,0.945826,75806.0
16201,1.014856,70949.0
15213,1.187765,31330.0
16001,1.198753,61325.0
15701,0.990315,56538.0
19107,1.032662,70382.0
16125,0.929991,56851.0
19380,0.685476,122876.0
19013,1.657094,39416.0
18218,0.900062,60982.0
18201,0.824766,43983.0
19096,1.014668,186648.0
16509,1.206372,68880.0
15767,0.968832,49907.0
18301,0.883406,90488.0
18901,0.725389,115425.0
19152,0.887828,57966.0
16146,1.030474,44736.0
15650,0.960102,63314.0
19063,0.862545,121899.0
19104,0.932352,39526.0
17522,0.788526,71865.0
19107,0.907034,70382.0
